Loi,vods
c:vabb:437805,0106 Biological sciences
c:vabb:437810,0505 Law and legal studies
c:vabb:437811,0508 	Media and communications
c:vabb:437812,0505 Law and legal studies
c:vabb:437814,0505 Law and legal studies
c:vabb:437815,0303 Health sciences
c:vabb:437819,0505 Law and legal studies
c:vabb:437822,0399 Other medical and health sciences
c:vabb:437825,0502 Economics and business
c:vabb:437826,0102 Information and computing sciences
c:vabb:437833,0604 Arts
c:vabb:437834,0102 Information and computing sciences
c:vabb:437836,0502 Economics and business
c:vabb:437838,0502 Economics and business
c:vabb:437839,0502 Economics and business
c:vabb:437841,0302 Clinical sciences
c:vabb:437842,0302 Clinical sciences
c:vabb:437844,0505 Law and legal studies
c:vabb:437845,0505 Law and legal studies
c:vabb:437847,0505 Law and legal studies
c:vabb:437849,0399 Other medical and health sciences
c:vabb:437850,0102 Information and computing sciences
c:vabb:437852,0505 Law and legal studies
c:vabb:437854,0306 Translational sciences
c:vabb:437854,0302 Clinical sciences
c:vabb:437855,0604 Arts
c:vabb:437856,060104 History
c:vabb:437858,0504 Sociology and anthropology
c:vabb:437860,0104 Chemical sciences
c:vabb:437863,0506 Political sciences
c:vabb:437866,0505 Law and legal studies
c:vabb:437867,0604 Arts
c:vabb:437868,060202 Linguistics
c:vabb:437871,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:437873,0508 	Media and communications
c:vabb:437874,0106 Biological sciences
c:vabb:437875,0505 Law and legal studies
c:vabb:437877,0505 Law and legal studies
c:vabb:437878,0604 Arts
c:vabb:437881,0502 Economics and business
c:vabb:437884,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:437886,0106 Biological sciences
c:vabb:437887,0306 Translational sciences
c:vabb:437888,0102 Information and computing sciences
c:vabb:437890,0303 Health sciences
c:vabb:437891,0502 Economics and business
c:vabb:437892,0505 Law and legal studies
c:vabb:437893,0502 Economics and business
c:vabb:437894,0505 Law and legal studies
c:vabb:437895,0505 Law and legal studies
c:vabb:437897,0604 Arts
c:vabb:437900,0299 Other engineering and technology
c:vabb:437901,0505 Law and legal studies
c:vabb:437904,0505 Law and legal studies
c:vabb:437906,0505 Law and legal studies
c:vabb:437908,060302 Philosophy
c:vabb:437909,0303 Health sciences
c:vabb:437911,0507 Social and economic geography
c:vabb:437914,0505 Law and legal studies
c:vabb:437918,0502 Economics and business
c:vabb:437920,0102 Information and computing sciences
c:vabb:437921,0505 Law and legal studies
c:vabb:437929,0502 Economics and business
c:vabb:437931,0505 Law and legal studies
c:vabb:437932,0306 Translational sciences
c:vabb:437932,0399 Other medical and health sciences
c:vabb:437935,060302 Philosophy
c:vabb:437940,0505 Law and legal studies
c:vabb:437946,0505 Law and legal studies
c:vabb:437951,0505 Law and legal studies
c:vabb:437952,0102 Information and computing sciences
c:vabb:437953,0505 Law and legal studies
c:vabb:437958,0505 Law and legal studies
c:vabb:437960,0505 Law and legal studies
c:vabb:437962,0106 Biological sciences
c:vabb:437968,0505 Law and legal studies
c:vabb:437969,0502 Economics and business
c:vabb:437974,"0207 Biotechnology, bio-engineering and biosystems engineering"
c:vabb:437983,0102 Information and computing sciences
c:vabb:437984,060302 Philosophy
c:vabb:437986,0506 Political sciences
c:vabb:437987,0505 Law and legal studies
c:vabb:437989,0299 Other engineering and technology
c:vabb:437992,0505 Law and legal studies
c:vabb:437996,0106 Biological sciences
c:vabb:437999,0201 Civil and building engineering
c:vabb:438001,060302 Philosophy
c:vabb:438005,0505 Law and legal studies
c:vabb:438008,0505 Law and legal studies
c:vabb:438010,0102 Information and computing sciences
c:vabb:438013,0505 Law and legal studies
c:vabb:438015,0505 Law and legal studies
c:vabb:438016,060302 Philosophy
c:vabb:438018,060302 Philosophy
c:vabb:438021,0303 Health sciences
c:vabb:438024,0505 Law and legal studies
c:vabb:438034,0505 Law and legal studies
c:vabb:438036,060203 Literary studies
c:vabb:438044,0302 Clinical sciences
c:vabb:438044,0303 Health sciences
c:vabb:438045,0505 Law and legal studies
c:vabb:438046,0302 Clinical sciences
c:vabb:438047,0507 Social and economic geography
c:vabb:438048,0303 Health sciences
c:vabb:438049,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:438050,0508 	Media and communications
c:vabb:438053,0503 Pedagogical and educational sciences
c:vabb:438056,0504 Sociology and anthropology
c:vabb:438057,0505 Law and legal studies
c:vabb:438058,0302 Clinical sciences
c:vabb:438059,0102 Information and computing sciences
c:vabb:438062,0303 Health sciences
c:vabb:438064,0505 Law and legal studies
c:vabb:438065,0302 Clinical sciences
c:vabb:438066,0506 Political sciences
c:vabb:438067,0503 Pedagogical and educational sciences
c:vabb:438068,0303 Health sciences
c:vabb:438070,0302 Clinical sciences
c:vabb:438071,0504 Sociology and anthropology
c:vabb:438073,0505 Law and legal studies
c:vabb:438078,0503 Pedagogical and educational sciences
c:vabb:438081,0303 Health sciences
c:vabb:438082,060203 Literary studies
c:vabb:438083,0302 Clinical sciences
c:vabb:438084,0507 Social and economic geography
c:vabb:438088,0505 Law and legal studies
c:vabb:438090,0102 Information and computing sciences
c:vabb:438090,0508 	Media and communications
c:vabb:438091,0502 Economics and business
c:vabb:438092,0102 Information and computing sciences
c:vabb:438092,"0207 Biotechnology, bio-engineering and biosystems engineering"
c:vabb:438093,0302 Clinical sciences
c:vabb:438095,060302 Philosophy
c:vabb:438096,0302 Clinical sciences
c:vabb:438097,0502 Economics and business
c:vabb:438097,060104 History
c:vabb:438098,060202 Linguistics
c:vabb:438100,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:438100,0599 Other social sciences
c:vabb:438101,060302 Philosophy
c:vabb:438103,0106 Biological sciences
c:vabb:438104,060101 Archaeology
c:vabb:438105,0303 Health sciences
c:vabb:438106,0502 Economics and business
c:vabb:438106,0504 Sociology and anthropology
c:vabb:438107,0505 Law and legal studies
c:vabb:438108,0505 Law and legal studies
c:vabb:438109,0303 Health sciences
c:vabb:438113,0503 Pedagogical and educational sciences
c:vabb:438114,0505 Law and legal studies
c:vabb:438115,0505 Law and legal studies
c:vabb:438116,060104 History
c:vabb:438117,0201 Civil and building engineering
c:vabb:438118,0501 Psychology and cognitive sciences
c:vabb:438120,0502 Economics and business
c:vabb:438121,0504 Sociology and anthropology
c:vabb:438122,0504 Sociology and anthropology
c:vabb:438123,0502 Economics and business
c:vabb:438124,0306 Translational sciences
c:vabb:438125,0604 Arts
c:vabb:438127,0302 Clinical sciences
c:vabb:438128,0504 Sociology and anthropology
c:vabb:438129,0102 Information and computing sciences
c:vabb:438129,0503 Pedagogical and educational sciences
c:vabb:438130,0303 Health sciences
c:vabb:438131,060202 Linguistics
c:vabb:438132,0501 Psychology and cognitive sciences
c:vabb:438133,0503 Pedagogical and educational sciences
c:vabb:438135,0503 Pedagogical and educational sciences
c:vabb:438136,060302 Philosophy
c:vabb:438137,0201 Civil and building engineering
c:vabb:438137,0502 Economics and business
c:vabb:438140,0505 Law and legal studies
c:vabb:438141,0504 Sociology and anthropology
c:vabb:438144,0504 Sociology and anthropology
c:vabb:438147,060304 Theology and religious studies
c:vabb:438149,0502 Economics and business
c:vabb:438150,0107 Environmental sciences
c:vabb:438154,0505 Law and legal studies
c:vabb:438157,"0207 Biotechnology, bio-engineering and biosystems engineering"
c:vabb:438159,0502 Economics and business
c:vabb:438160,0306 Translational sciences
c:vabb:438161,0302 Clinical sciences
c:vabb:438162,0502 Economics and business
c:vabb:438163,060202 Linguistics
c:vabb:438164,0106 Biological sciences
c:vabb:438169,0103 Physical sciences
c:vabb:438170,0503 Pedagogical and educational sciences
c:vabb:438171,060203 Literary studies
c:vabb:438177,060203 Literary studies
c:vabb:438179,0505 Law and legal studies
c:vabb:438180,0507 Social and economic geography
c:vabb:438181,0508 	Media and communications
c:vabb:438183,0501 Psychology and cognitive sciences
c:vabb:438185,0507 Social and economic geography
c:vabb:438186,060104 History
c:vabb:438187,0102 Information and computing sciences
c:vabb:438187,0503 Pedagogical and educational sciences
c:vabb:438188,0303 Health sciences
c:vabb:438189,0505 Law and legal studies
c:vabb:438190,0501 Psychology and cognitive sciences
c:vabb:438191,0505 Law and legal studies
c:vabb:438192,060302 Philosophy
c:vabb:438193,0302 Clinical sciences
c:vabb:438194,0302 Clinical sciences
c:vabb:438195,0205 Materials engineering
c:vabb:438196,0502 Economics and business
c:vabb:438197,060104 History
c:vabb:438198,0506 Political sciences
c:vabb:438201,0506 Political sciences
c:vabb:438202,0504 Sociology and anthropology
c:vabb:438202,060302 Philosophy
c:vabb:438203,0107 Environmental sciences
c:vabb:438204,0303 Health sciences
c:vabb:438205,0501 Psychology and cognitive sciences
c:vabb:438208,0201 Civil and building engineering
c:vabb:438208,0205 Materials engineering
c:vabb:438209,060104 History
c:vabb:438209,060304 Theology and religious studies
c:vabb:438209,0504 Sociology and anthropology
c:vabb:438210,0505 Law and legal studies
c:vabb:438212,0505 Law and legal studies
c:vabb:438214,0505 Law and legal studies
c:vabb:438215,0203 Mechanical and manufacturing engineering
c:vabb:438216,
c:vabb:438217,0506 Political sciences
c:vabb:438217,0504 Sociology and anthropology
c:vabb:438219,0507 Social and economic geography
c:vabb:438220,0505 Law and legal studies
c:vabb:438221,0505 Law and legal studies
c:vabb:438222,0102 Information and computing sciences
c:vabb:438222,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:438222,0203 Mechanical and manufacturing engineering
c:vabb:438223,0505 Law and legal studies
c:vabb:438225,0504 Sociology and anthropology
c:vabb:438225,060104 History
c:vabb:438226,0505 Law and legal studies
c:vabb:438227,0505 Law and legal studies
c:vabb:438228,0303 Health sciences
c:vabb:438229,060104 History
c:vabb:438229,060302 Philosophy
c:vabb:438231,0102 Information and computing sciences
c:vabb:438232,0501 Psychology and cognitive sciences
c:vabb:438233,0303 Health sciences
c:vabb:438236,0503 Pedagogical and educational sciences
c:vabb:438238,0599 Other social sciences
c:vabb:438239,060302 Philosophy
c:vabb:438242,0505 Law and legal studies
c:vabb:438243,0502 Economics and business
c:vabb:438244,0505 Law and legal studies
c:vabb:438245,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:438247,0503 Pedagogical and educational sciences
c:vabb:438250,0505 Law and legal studies
c:vabb:438251,0306 Translational sciences
c:vabb:438251,0302 Clinical sciences
c:vabb:438251,0501 Psychology and cognitive sciences
c:vabb:438254,0502 Economics and business
c:vabb:438255,0502 Economics and business
c:vabb:438256,0505 Law and legal studies
c:vabb:438257,0505 Law and legal studies
c:vabb:438258,060302 Philosophy
c:vabb:438259,060104 History
c:vabb:438260,0604 Arts
c:vabb:438262,0501 Psychology and cognitive sciences
c:vabb:438264,0501 Psychology and cognitive sciences
c:vabb:438265,0505 Law and legal studies
c:vabb:438267,0306 Translational sciences
c:vabb:438269,060104 History
c:vabb:438269,060302 Philosophy
c:vabb:438270,0505 Law and legal studies
c:vabb:438272,0101 Mathematical sciences
c:vabb:438275,0303 Health sciences
c:vabb:438276,060202 Linguistics
c:vabb:438277,0504 Sociology and anthropology
c:vabb:438278,0302 Clinical sciences
c:vabb:438278,0303 Health sciences
c:vabb:438279,0501 Psychology and cognitive sciences
c:vabb:438280,0502 Economics and business
c:vabb:438282,0502 Economics and business
c:vabb:438283,0505 Law and legal studies
c:vabb:438284,0505 Law and legal studies
c:vabb:438286,0506 Political sciences
c:vabb:438287,060202 Linguistics
c:vabb:438288,060104 History
c:vabb:438289,0302 Clinical sciences
c:vabb:438290,0506 Political sciences
c:vabb:438293,0502 Economics and business
c:vabb:438294,0507 Social and economic geography
c:vabb:438295,060302 Philosophy
c:vabb:438298,0502 Economics and business
c:vabb:438300,0505 Law and legal studies
c:vabb:438301,0299 Other engineering and technology
c:vabb:438302,0503 Pedagogical and educational sciences
c:vabb:438303,0102 Information and computing sciences
c:vabb:438304,060104 History
c:vabb:438304,060302 Philosophy
c:vabb:438309,0303 Health sciences
c:vabb:438310,0103 Physical sciences
c:vabb:438311,0501 Psychology and cognitive sciences
c:vabb:438315,0502 Economics and business
c:vabb:438317,0505 Law and legal studies
c:vabb:438318,060104 History
c:vabb:438318,060302 Philosophy
c:vabb:438320,0505 Law and legal studies
c:vabb:438321,0303 Health sciences
c:vabb:438323,0502 Economics and business
c:vabb:438324,0501 Psychology and cognitive sciences
c:vabb:438326,0102 Information and computing sciences
c:vabb:438327,0502 Economics and business
c:vabb:438328,0505 Law and legal studies
c:vabb:438329,0303 Health sciences
c:vabb:438330,0506 Political sciences
c:vabb:438331,0106 Biological sciences
c:vabb:438332,0303 Health sciences
c:vabb:438332,0501 Psychology and cognitive sciences
c:vabb:438333,0505 Law and legal studies
c:vabb:438336,0299 Other engineering and technology
c:vabb:438336,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:438340,0505 Law and legal studies
c:vabb:438342,0302 Clinical sciences
c:vabb:438343,0205 Materials engineering
c:vabb:438345,0302 Clinical sciences
c:vabb:438346,0303 Health sciences
c:vabb:438356,0505 Law and legal studies
c:vabb:438357,0501 Psychology and cognitive sciences
c:vabb:438358,0302 Clinical sciences
c:vabb:438359,060202 Linguistics
c:vabb:438360,0505 Law and legal studies
c:vabb:438361,0303 Health sciences
c:vabb:438362,0107 Environmental sciences
c:vabb:438364,060203 Literary studies
c:vabb:438367,0306 Translational sciences
c:vabb:438367,0399 Other medical and health sciences
c:vabb:438368,0506 Political sciences
c:vabb:438369,0302 Clinical sciences
c:vabb:438369,0303 Health sciences
c:vabb:438370,0505 Law and legal studies
c:vabb:438371,0504 Sociology and anthropology
c:vabb:438378,0302 Clinical sciences
c:vabb:438379,060202 Linguistics
c:vabb:438380,0507 Social and economic geography
c:vabb:438384,0502 Economics and business
c:vabb:438385,
c:vabb:438388,0506 Political sciences
c:vabb:438390,0505 Law and legal studies
c:vabb:438392,0299 Other engineering and technology
c:vabb:438392,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:438395,0505 Law and legal studies
c:vabb:438398,0504 Sociology and anthropology
c:vabb:438401,0102 Information and computing sciences
c:vabb:438402,0505 Law and legal studies
c:vabb:438404,0505 Law and legal studies
c:vabb:438405,0107 Environmental sciences
c:vabb:438405,"0207 Biotechnology, bio-engineering and biosystems engineering"
c:vabb:438406,0505 Law and legal studies
c:vabb:438408,0502 Economics and business
c:vabb:438409,0504 Sociology and anthropology
c:vabb:438414,0504 Sociology and anthropology
c:vabb:438416,0507 Social and economic geography
c:vabb:438417,0502 Economics and business
c:vabb:438418,0102 Information and computing sciences
c:vabb:438418,0107 Environmental sciences
c:vabb:438419,0502 Economics and business
c:vabb:438420,060202 Linguistics
c:vabb:438421,0502 Economics and business
c:vabb:438422,0504 Sociology and anthropology
c:vabb:438426,0506 Political sciences
c:vabb:438430,060104 History
c:vabb:438432,0303 Health sciences
c:vabb:438436,0506 Political sciences
c:vabb:438437,0505 Law and legal studies
c:vabb:438438,0604 Arts
c:vabb:438440,0303 Health sciences
c:vabb:438441,0505 Law and legal studies
c:vabb:438442,0505 Law and legal studies
c:vabb:438443,0205 Materials engineering
c:vabb:438443,0203 Mechanical and manufacturing engineering
c:vabb:438446,0505 Law and legal studies
c:vabb:438447,0501 Psychology and cognitive sciences
c:vabb:438448,0504 Sociology and anthropology
c:vabb:438448,0602 Languages and literary studies
c:vabb:438450,0501 Psychology and cognitive sciences
c:vabb:438452,0501 Psychology and cognitive sciences
c:vabb:438453,060302 Philosophy
c:vabb:438455,0502 Economics and business
c:vabb:438460,0505 Law and legal studies
c:vabb:438462,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:438463,0107 Environmental sciences
c:vabb:438466,0505 Law and legal studies
c:vabb:438467,0303 Health sciences
c:vabb:438469,0507 Social and economic geography
c:vabb:438473,060104 History
c:vabb:438477,0505 Law and legal studies
c:vabb:438478,0107 Environmental sciences
c:vabb:438478,0506 Political sciences
c:vabb:438478,0507 Social and economic geography
c:vabb:438478,0504 Sociology and anthropology
c:vabb:438479,0503 Pedagogical and educational sciences
c:vabb:438480,0604 Arts
c:vabb:438482,060104 History
c:vabb:438483,0506 Political sciences
c:vabb:438484,060104 History
c:vabb:438486,0302 Clinical sciences
c:vabb:438488,0599 Other social sciences
c:vabb:438489,0504 Sociology and anthropology
c:vabb:438491,0505 Law and legal studies
c:vabb:438493,0502 Economics and business
c:vabb:438495,060104 History
c:vabb:438496,0506 Political sciences
c:vabb:438501,0505 Law and legal studies
c:vabb:438502,0302 Clinical sciences
c:vabb:438505,0303 Health sciences
c:vabb:438506,0302 Clinical sciences
c:vabb:438507,0502 Economics and business
c:vabb:438507,0506 Political sciences
c:vabb:438508,060104 History
c:vabb:438508,060302 Philosophy
c:vabb:438509,060203 Literary studies
c:vabb:438511,0107 Environmental sciences
c:vabb:438512,0306 Translational sciences
c:vabb:438513,060203 Literary studies
c:vabb:438514,0604 Arts
c:vabb:438516,0505 Law and legal studies
c:vabb:438517,0306 Translational sciences
c:vabb:438518,0604 Arts
c:vabb:438520,0203 Mechanical and manufacturing engineering
c:vabb:438522,0505 Law and legal studies
c:vabb:438524,0302 Clinical sciences
c:vabb:438527,0302 Clinical sciences
c:vabb:438528,0505 Law and legal studies
c:vabb:438529,0103 Physical sciences
c:vabb:438529,0205 Materials engineering
c:vabb:438530,0102 Information and computing sciences
c:vabb:438531,0502 Economics and business
c:vabb:438535,0502 Economics and business
c:vabb:438536,0604 Arts
c:vabb:438537,0507 Social and economic geography
c:vabb:438539,0599 Other social sciences
c:vabb:438541,0107 Environmental sciences
c:vabb:438542,0101 Mathematical sciences
c:vabb:438543,0502 Economics and business
c:vabb:438543,0506 Political sciences
c:vabb:438544,0505 Law and legal studies
c:vabb:438546,0505 Law and legal studies
c:vabb:438548,0302 Clinical sciences
c:vabb:438548,0303 Health sciences
c:vabb:438550,0502 Economics and business
c:vabb:438553,0302 Clinical sciences
c:vabb:438555,060203 Literary studies
c:vabb:438556,0302 Clinical sciences
c:vabb:438558,0102 Information and computing sciences
c:vabb:438559,0502 Economics and business
c:vabb:438561,060203 Literary studies
c:vabb:438563,0505 Law and legal studies
c:vabb:438564,0505 Law and legal studies
c:vabb:438566,0599 Other social sciences
c:vabb:438567,0101 Mathematical sciences
c:vabb:438568,060203 Literary studies
c:vabb:438569,0505 Law and legal studies
c:vabb:438570,0306 Translational sciences
c:vabb:438571,060104 History
c:vabb:438571,060302 Philosophy
c:vabb:438574,0505 Law and legal studies
c:vabb:438575,060302 Philosophy
c:vabb:438576,0505 Law and legal studies
c:vabb:438578,0302 Clinical sciences
c:vabb:438581,0505 Law and legal studies
c:vabb:438583,0507 Social and economic geography
c:vabb:438584,0507 Social and economic geography
c:vabb:438586,0504 Sociology and anthropology
c:vabb:438587,0302 Clinical sciences
c:vabb:438587,0303 Health sciences
c:vabb:438588,0505 Law and legal studies
c:vabb:438589,060104 History
c:vabb:438590,0303 Health sciences
c:vabb:438591,0303 Health sciences
c:vabb:438592,0502 Economics and business
c:vabb:438593,060203 Literary studies
c:vabb:438594,0503 Pedagogical and educational sciences
c:vabb:438596,0505 Law and legal studies
c:vabb:438597,0102 Information and computing sciences
c:vabb:438599,0302 Clinical sciences
c:vabb:438600,0502 Economics and business
c:vabb:438601,0506 Political sciences
c:vabb:438603,0501 Psychology and cognitive sciences
c:vabb:438604,0501 Psychology and cognitive sciences
c:vabb:438607,0502 Economics and business
c:vabb:438609,0505 Law and legal studies
c:vabb:438610,0508 	Media and communications
c:vabb:438614,0503 Pedagogical and educational sciences
c:vabb:438615,0604 Arts
c:vabb:438616,060203 Literary studies
c:vabb:438617,0505 Law and legal studies
c:vabb:438618,0501 Psychology and cognitive sciences
c:vabb:438619,0303 Health sciences
c:vabb:438621,0504 Sociology and anthropology
c:vabb:438622,0107 Environmental sciences
c:vabb:438622,0505 Law and legal studies
c:vabb:438622,0507 Social and economic geography
c:vabb:438624,
c:vabb:438627,0503 Pedagogical and educational sciences
c:vabb:438632,0502 Economics and business
c:vabb:438638,0502 Economics and business
c:vabb:438639,0306 Translational sciences
c:vabb:438643,060203 Literary studies
c:vabb:438646,0103 Physical sciences
c:vabb:438649,0102 Information and computing sciences
c:vabb:438656,0503 Pedagogical and educational sciences
c:vabb:438657,0302 Clinical sciences
c:vabb:438658,0501 Psychology and cognitive sciences
c:vabb:438659,060104 History
c:vabb:438661,0501 Psychology and cognitive sciences
c:vabb:438662,0506 Political sciences
c:vabb:438663,0502 Economics and business
c:vabb:438664,0505 Law and legal studies
c:vabb:438665,0502 Economics and business
c:vabb:438665,0504 Sociology and anthropology
c:vabb:438666,0505 Law and legal studies
c:vabb:438667,0502 Economics and business
c:vabb:438668,060104 History
c:vabb:438670,0502 Economics and business
c:vabb:438672,0102 Information and computing sciences
c:vabb:438675,0306 Translational sciences
c:vabb:438679,0508 	Media and communications
c:vabb:438681,0302 Clinical sciences
c:vabb:438682,0303 Health sciences
c:vabb:438684,0505 Law and legal studies
c:vabb:438686,0502 Economics and business
c:vabb:438687,060203 Literary studies
c:vabb:438687,0604 Arts
c:vabb:438688,0302 Clinical sciences
c:vabb:438689,0507 Social and economic geography
c:vabb:438690,0302 Clinical sciences
c:vabb:438693,0502 Economics and business
c:vabb:438694,0507 Social and economic geography
c:vabb:438696,0503 Pedagogical and educational sciences
c:vabb:438697,0302 Clinical sciences
c:vabb:438698,060202 Linguistics
c:vabb:438700,0502 Economics and business
c:vabb:438702,0306 Translational sciences
c:vabb:438703,0504 Sociology and anthropology
c:vabb:438704,0505 Law and legal studies
c:vabb:438705,0505 Law and legal studies
c:vabb:438710,0503 Pedagogical and educational sciences
c:vabb:438711,0501 Psychology and cognitive sciences
c:vabb:438712,0502 Economics and business
c:vabb:438714,060203 Literary studies
c:vabb:438718,0504 Sociology and anthropology
c:vabb:438720,0505 Law and legal studies
c:vabb:438721,0505 Law and legal studies
c:vabb:438722,060203 Literary studies
c:vabb:438724,0604 Arts
c:vabb:438727,0303 Health sciences
c:vabb:438728,0599 Other social sciences
c:vabb:438729,0503 Pedagogical and educational sciences
c:vabb:438730,0107 Environmental sciences
c:vabb:438734,0505 Law and legal studies
c:vabb:438735,0302 Clinical sciences
c:vabb:438736,0506 Political sciences
c:vabb:438737,0103 Physical sciences
c:vabb:438738,0502 Economics and business
c:vabb:438739,0507 Social and economic geography
c:vabb:438740,
c:vabb:438741,0504 Sociology and anthropology
c:vabb:438743,0604 Arts
c:vabb:438744,060302 Philosophy
c:vabb:438745,0103 Physical sciences
c:vabb:438746,060304 Theology and religious studies
c:vabb:438747,060104 History
c:vabb:438748,0503 Pedagogical and educational sciences
c:vabb:438749,0102 Information and computing sciences
c:vabb:438749,"0207 Biotechnology, bio-engineering and biosystems engineering"
c:vabb:438751,0504 Sociology and anthropology
c:vabb:438753,0399 Other medical and health sciences
c:vabb:438755,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:438756,0302 Clinical sciences
c:vabb:438757,0102 Information and computing sciences
c:vabb:438759,0604 Arts
c:vabb:438760,0505 Law and legal studies
c:vabb:438764,060202 Linguistics
c:vabb:438765,0599 Other social sciences
c:vabb:438766,060101 Archaeology
c:vabb:438768,0107 Environmental sciences
c:vabb:438769,0599 Other social sciences
c:vabb:438770,0507 Social and economic geography
c:vabb:438771,060104 History
c:vabb:438772,0501 Psychology and cognitive sciences
c:vabb:438774,060202 Linguistics
c:vabb:438775,0303 Health sciences
c:vabb:438779,060104 History
c:vabb:438780,060104 History
c:vabb:438782,0502 Economics and business
c:vabb:438784,0502 Economics and business
c:vabb:438787,0508 	Media and communications
c:vabb:438788,0102 Information and computing sciences
c:vabb:438788,0299 Other engineering and technology
c:vabb:438789,0303 Health sciences
c:vabb:438790,0102 Information and computing sciences
c:vabb:438793,0505 Law and legal studies
c:vabb:438796,0502 Economics and business
c:vabb:438800,0502 Economics and business
c:vabb:438801,0103 Physical sciences
c:vabb:438803,060104 History
c:vabb:438805,0303 Health sciences
c:vabb:438806,060104 History
c:vabb:438807,0506 Political sciences
c:vabb:438810,0303 Health sciences
c:vabb:438811,060202 Linguistics
c:vabb:438812,0107 Environmental sciences
c:vabb:438813,060203 Literary studies
c:vabb:438814,060104 History
c:vabb:438815,0107 Environmental sciences
c:vabb:438816,0508 	Media and communications
c:vabb:438818,0505 Law and legal studies
c:vabb:438819,0399 Other medical and health sciences
c:vabb:438820,0106 Biological sciences
c:vabb:438821,0504 Sociology and anthropology
c:vabb:438822,0604 Arts
c:vabb:438823,0503 Pedagogical and educational sciences
c:vabb:438824,0503 Pedagogical and educational sciences
c:vabb:438825,060104 History
c:vabb:438826,0303 Health sciences
c:vabb:438827,0506 Political sciences
c:vabb:438828,0504 Sociology and anthropology
c:vabb:438829,0504 Sociology and anthropology
c:vabb:438835,0507 Social and economic geography
c:vabb:438838,0306 Translational sciences
c:vabb:438838,0302 Clinical sciences
c:vabb:438841,0503 Pedagogical and educational sciences
c:vabb:438845,060104 History
c:vabb:438846,060302 Philosophy
c:vabb:438847,0505 Law and legal studies
c:vabb:438848,0502 Economics and business
c:vabb:438849,0303 Health sciences
c:vabb:438851,0303 Health sciences
c:vabb:438852,0303 Health sciences
c:vabb:438853,0502 Economics and business
c:vabb:438854,060203 Literary studies
c:vabb:438854,0604 Arts
c:vabb:438855,"0401 Agriculture, forestry, fisheries and allied sciences"
c:vabb:438856,0501 Psychology and cognitive sciences
c:vabb:438859,0505 Law and legal studies
c:vabb:438860,0303 Health sciences
c:vabb:438861,0507 Social and economic geography
c:vabb:438862,060104 History
c:vabb:438864,0699 Other humanities and the arts
c:vabb:438865,0101 Mathematical sciences
c:vabb:438866,0101 Mathematical sciences
c:vabb:438867,0505 Law and legal studies
c:vabb:438868,0503 Pedagogical and educational sciences
c:vabb:438870,0599 Other social sciences
c:vabb:438871,0303 Health sciences
c:vabb:438877,0503 Pedagogical and educational sciences
c:vabb:438879,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:438880,0505 Law and legal studies
c:vabb:438881,0101 Mathematical sciences
c:vabb:438882,0502 Economics and business
c:vabb:438882,0504 Sociology and anthropology
c:vabb:438883,0504 Sociology and anthropology
c:vabb:438884,0504 Sociology and anthropology
c:vabb:438892,0505 Law and legal studies
c:vabb:438893,0303 Health sciences
c:vabb:438896,0302 Clinical sciences
c:vabb:438897,0508 	Media and communications
c:vabb:438901,0503 Pedagogical and educational sciences
c:vabb:438903,0205 Materials engineering
c:vabb:438905,0505 Law and legal studies
c:vabb:438905,0504 Sociology and anthropology
c:vabb:438908,060302 Philosophy
c:vabb:438911,0506 Political sciences
c:vabb:438912,0106 Biological sciences
c:vabb:438912,0104 Chemical sciences
c:vabb:438912,0103 Physical sciences
c:vabb:438916,060104 History
c:vabb:438917,0502 Economics and business
c:vabb:438918,0506 Political sciences
c:vabb:438919,0503 Pedagogical and educational sciences
c:vabb:438920,0103 Physical sciences
c:vabb:438921,0503 Pedagogical and educational sciences
c:vabb:438926,0502 Economics and business
c:vabb:438927,0505 Law and legal studies
c:vabb:438927,0506 Political sciences
c:vabb:438932,0106 Biological sciences
c:vabb:438933,060203 Literary studies
c:vabb:438933,0604 Arts
c:vabb:438934,0306 Translational sciences
c:vabb:438936,060104 History
c:vabb:438937,0303 Health sciences
c:vabb:438938,0504 Sociology and anthropology
c:vabb:438940,060202 Linguistics
c:vabb:438941,0502 Economics and business
c:vabb:438944,0505 Law and legal studies
c:vabb:438945,0502 Economics and business
c:vabb:438946,0399 Other medical and health sciences
c:vabb:438948,0505 Law and legal studies
c:vabb:438950,0508 	Media and communications
c:vabb:438951,0502 Economics and business
c:vabb:438955,0303 Health sciences
c:vabb:438956,0504 Sociology and anthropology
c:vabb:438958,0505 Law and legal studies
c:vabb:438960,0106 Biological sciences
c:vabb:438961,0507 Social and economic geography
c:vabb:438963,0505 Law and legal studies
c:vabb:438964,0502 Economics and business
c:vabb:438964,0505 Law and legal studies
c:vabb:438964,0506 Political sciences
