ID,Name,Disciplines,Projects,Organisations,Publications,when_added
33360d15-7720-4a22-ae7c-6c2818f301d1,Manfred Doepfner,[],[],[],"['98c3aba7-c2fc-4929-8650-6196bcb7e4be', '3a3d797c-2c3a-4052-918f-c1cd6deb6782']",1
94d5e7c7-44ad-4232-97f3-89dfd75b3e31,Dominique Hansen,[],[],[],"['592ace02-c2ea-4017-a404-c9d999a37795', 'fc4d1416-6609-47d7-9856-92883ca3fb83']",1
3b059fd3-0e60-4d0f-b380-472441dadcec,Koen Ponnet,[],[],[],"['46f46ce5-7be9-452a-a016-2583def78b72', '8757319c-f73b-4945-8bcd-a22f5d3c5543']",1
1f9fd094-8171-43f3-8b89-8fff2fddc7c1,Henny Bos,[],[],[],"['b7b330d6-d91f-4562-a524-470b253fb8a0', '36f47f2e-bb92-4038-be34-16050a5c3029']",1
abeec946-2968-4f5a-9ae8-bd863475518b,P Oswald,[],[],[],"['9668b6b4-b8da-4f6f-ae2b-4404e456a1fa', 'b5146693-9c7b-4ffc-a6c7-9f4d8d76d9ef']",1
560f3a0b-9de9-464b-bf75-f988278aa0f7,Lotte van Esch,"['03012901', '05010403', '05030206', '05030603', '05030701']","['c18b0aee-0173-4172-bec7-7c59c1c91d48', '5eda0c36-9c2e-4f16-b08f-39178b0e6356']",['317ba1cb-4cb5-4c78-8bcf-c6667dc6ea59'],"['4d427848-027d-48fb-90d9-d4c218800b40', 'e59f20dd-8689-4671-96e0-50344d58980e', '40104eec-44e0-4878-b400-84e22fef213c', 'c69dcff0-998d-4442-9259-e56439ef7d17', '0e53fe2e-fd92-48cd-b159-f70cc08daff8', '4097a220-93b0-43a9-87f9-9f7fd6b28bee', '6572f9e3-8e98-42b1-a682-9293c6106066', '4deb9b62-c189-4ec3-ab3d-0fb375df115c', '1bd9e02a-f541-4b82-b8b3-d7afd860c57f', 'f23fe590-4475-4810-a506-fe4b5fe85f46', '5081a275-608d-46b0-8fa3-aefc9dcb4977', '0338fc57-1296-47f8-98d8-98349cd44e26', 'c4215498-ebbb-4299-b46c-905313e411aa', 'be2d9475-5aba-48a4-987e-60b543750663', '5e0b3549-2a14-4a60-aa5d-b4092f9709cf', '730c19ef-756f-4716-95f9-06192de5aff1', '2f299c77-38ae-4cc9-ba8b-6a393a232601', '1691b938-dc3b-4f6e-bae8-8bf3dbfc8158', '815ec213-cb53-4e05-9517-a17e23a903dd']",1
8100ecc7-40dc-4a9b-97a6-cd7fac70739d,David A. Hafler,[],[],[],"['1f6a7a9c-8ea2-4b55-b80d-5dd1f72cfdc0', 'b016c20e-2d82-4d04-bf52-ad32183423ad']",1
324ef207-32ad-4614-941b-f5b175fa8778,D Wynchank,[],[],[],"['9668b6b4-b8da-4f6f-ae2b-4404e456a1fa', 'b5146693-9c7b-4ffc-a6c7-9f4d8d76d9ef']",1
60dd330b-2cfd-4f48-a349-d818bd771541,Roeljan Wiersema,[],[],[],"['1ccc679b-ca92-4d60-a23c-16340c360566', '4deb9b62-c189-4ec3-ab3d-0fb375df115c']",1
246087cf-2578-4b19-8c42-0205ea1ab915,Amy L. Putnam,[],[],[],"['1f6a7a9c-8ea2-4b55-b80d-5dd1f72cfdc0', 'b016c20e-2d82-4d04-bf52-ad32183423ad']",1
1af633f4-1169-418d-afd4-ba843ddcbc5d,Anke Fuchs,[],[],[],"['1f6a7a9c-8ea2-4b55-b80d-5dd1f72cfdc0', 'b016c20e-2d82-4d04-bf52-ad32183423ad']",1
da7ec770-0436-4d94-b429-587fc53ebe9e,Lena Keuppens,"['03023101', '05010499']",['6f9f118a-e46d-4275-9596-9a1ff2ddcf4a'],['57ccad29-203e-4883-a77c-295de3f59125'],"['34116234-6932-4c42-b4f1-e0522f39837b', '6d53f43b-6e07-4d0f-a9da-57364a7c5fdf']",1
3e4f3b95-7890-4f0c-9e19-7d3c7a2ae276,Carolijn Ouwehand,[],[],[],"['35d43b4f-12b1-47e3-a385-e3294dbc9e77', 'book-component:35d43b4f-12b1-47e3-a385-e3294dbc9e77']",1
